keggid,name,formula,pubchemID,smile,fp,cid
cpd:C00369,Starch,(C12H20O10)n,3659,,,
cpd:C00208,Maltose,C12H22O11,3508,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111000000100000000001000000000010010011000110000111100101100010110101010001110,439186.0
cpd:C00498,ADP-glucose,C16H25N5O15P2,3781,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N,00000000000000000000000000000100000000100000000010000110010000100100010010010101101111000111100111100110011001101000010011111111001111011111101101101011110111110111110,16500.0
cpd:C20237,alpha-Maltose 1-phosphate,C12H23O14P,163311980,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OP(=O)(O)O)CO)O)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111000000100010001001001000000010011011001110000111100101101010110101010001110,167489.0
cpd:C06400,1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside,C12H22O11(C6H10O5)n,8636,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111000000100000000001000000000010010011000110000111100101100010110101010001110,14605942.0
cpd:C01898,Cellodextrin,H2O(C6H10O5)n,5010,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111000000100000000001000000000010010011000110000111100101100010110101010001110,5287993.0
cpd:C00085,D-Fructose 6-phosphate,C6H13O9P,3385,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001100000111000010000010101001001000000000011011101110000111100100101010110101010000110,439160.0
cpd:C00185,Cellobiose,C12H22O11,3485,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111000000100000000001000000000010010011000110000111100101100010110101010001110,439178.0
cpd:C00721,Dextrin,(C12H20O10)n,3987,,,
cpd:C04501,N-Acetyl-alpha-D-glucosamine 1-phosphate,C8H16NO9P,7115,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010001001101000010000011011001111001101100100101011111111111101110,440364.0
cpd:C06156,alpha-D-Glucosamine 1-phosphate,C6H14NO8P,8412,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)N)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001010000111000101100010001001001000000000011011001111000101100100101011110111110101110,188960.0
cpd:C00043,UDP-N-acetyl-alpha-D-glucosamine,C17H27N3O17P2,3345,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100101101000111100111100010001001101100010011111011001111001111101111101011111111111111110,445675.0
cpd:C04631,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,C20H29N3O19P2,7220,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)O,00000000000000000000000000000100001001000000000010000110010000100100010010011100101101000111100111110010001001101100010011111011001111001111101111101011111111111111110,172502.0
cpd:C01219,CDP-4-dehydro-6-deoxy-D-glucose,C15H23N3O15P2,4441,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O)O,00000000000000000000000000000100000001100000000010000110010000100100010010010100100111000111100111100010001001101100010011111011001111011101101111101011111111111111110,439443.0
cpd:C01674,Chitobiose,C16H28N2O11,4818,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111100101100000000001100000010010010011000111001111101101100111111111111101110,439544.0
cpd:C00461,Chitin,(C8H13NO5)n,3745,,,
cpd:C02336,beta-D-Fructose,C6H12O6,5386,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001100000111000010000000100001001000000000010001100110000111100100100010110101010000110,439709.0
cpd:C00140,N-Acetyl-D-glucosamine,C8H15NO6,3440,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111100101100000000001100000010000010001000111000101100100100011111111111101110,439174.0
cpd:C02713,N-Acetylmuramate,C11H19NO8,5676,C[C@H](C(=O)O)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)CO)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111100101100000000001100000010000010011000111001101100100100111111111111101110,5462244.0
cpd:C21027,N-Acetylmuramic acid alpha-1-phosphate,C11H20NO11P,254816252,C[C@H](C(=O)O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)O)NC(=O)C,00000000000000000000000000000100000000000001000010000100010000000000010010000000001000000110100101100010001001101000010000011011001111001101100100101111111111111101110,16731813.0
cpd:C16698,N-Acetylmuramic acid 6-phosphate,C11H20NO11P,51091020,C[C@H](C(=O)O)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)COP(=O)(O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111100101100010001001101000010000011011001111001101100100101111111111111101110,24798720.0
cpd:C01170,UDP-N-acetyl-D-mannosamine,C17H27N3O17P2,4397,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100101101000111100111100010001001101100010011111011001111001111101111101011111111111111110,449043.0
cpd:C04297,"CDP-4-dehydro-3,6-dideoxy-D-glucose",C15H23N3O14P2,6956,C[C@@H]1C(=O)C[C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O,00000000000000000000000000000100000001100000000010000110010000100100010010010100100111000111100111100010101001101100110011111011001111011101101111101011111111111111110,193002.0
cpd:C04006,1D-myo-Inositol 3-phosphate,C6H13O9P,6716,[C@H]1([C@@H](C([C@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000000000000100000000000010001000001000000000001011001100000001100100101010100001010001110,440194.0
cpd:C00688,dTDP-4-dehydro-beta-L-rhamnose,C16H24N2O15P2,3957,C[C@H]1C(=O)[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100100101000111100011100010101001111100010011111011111111001101101111101111111111111111110,443211.0
cpd:C11907,dTDP-4-oxo-6-deoxy-D-glucose,C16H24N2O15P2,14069,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100100101000111100011100010101001111100010011111011111111001101101111101111111111111111110,439292.0
cpd:C00842,dTDP-glucose,C16H26N2O16P2,4099,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100101101000111100011100010101001111100010011111011111111001111101111101011111111111111110,443210.0
cpd:C00137,myo-Inositol,C6H12O6,3437,C1(C(C(C(C(C1O)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000001000100000001100100100010100001010001110,892.0
cpd:C03319,dTDP-L-rhamnose,C16H26N2O15P2,6171,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100100101000111100011100010101001111100010011111011111111001101101111101111111111111111110,121966.0
cpd:C01112,D-Arabinose 5-phosphate,C5H11O8P,4344,C([C@H]([C@H]([C@@H](C=O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000000000000111000000000010101001001000000000001010001110001001100000101000111101010000100,188324.0
cpd:C19879,"D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate",C7H16O13P2,135626345,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111000000100010101001001000000000011011001110001101100100101010110101010001110,46906052.0
cpd:C04738,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,C31H53N3O19P2,7309,CCCCCCCCCCC[C@H](CC(=O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100101101000111100111100010101011101111111011111011111111001111101111111111111111111111110,194791.0
cpd:C06022,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,C29H51N3O18P2,8294,CCCCCCCCCCC[C@H](CC(=O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)N)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100101111000111100111100010101011101111111011111011111111001111101111111011111111111111110,25201749.0
cpd:C04478,3-Deoxy-D-manno-octulosonate 8-phosphate,C8H15O11P,7098,C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)C(=O)C(=O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000000000000111000000000010101001001000000000011010001110001001100000101000111101010000100,15942880.0
cpd:C04652,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C43H77N3O20P2,7239,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100101101000111100111100010101011111111111011111011111111001111101111111111111111111111110,25203769.0
cpd:C04919,"2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",C68H130N2O23P2,7466,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000100010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,10329124.0
cpd:C04121,CMP-3-deoxy-D-manno-octulosonate,C17H26N3O15P,6808,C1[C@H]([C@H]([C@H](O[C@@]1(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)[C@@H](CO)O)O)O,00000000000000000000000000000100000001100000000010000110010000100100010010010100101111000111100111100010101001101100010011111011001111011111101111101011111111110111110,445888.0
cpd:C06024,3-Deoxy-D-manno-octulosonyl-lipid IV(A),C76H142N2O30P2,8296,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,25203768.0
cpd:C06025,KDO2-lipid IVA,C84H154N2O37P2,8297,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,3083382.0
cpd:C11472,"D-glycero-beta-D-manno-Heptose 1,7-bisphosphate",C7H16O13P2,13642,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OP(=O)(O)O)O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111000000100010101001001000000000011011001110001101100100101010110101010001110,46906053.0
cpd:C04824,Lipid X,C34H66NO12P,7385,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000100010000000000010010000000001000000111100101100010101011111011111000011011111111001101100100111111111111111101110,123907.0
cpd:C04932,Lipid A disaccharide,C68H129N2O20P,7476,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)CO)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000100010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,13831140.0
cpd:C01187,3-Deoxy-D-manno-octulosonate,C8H14O8,4413,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)C(=O)C(=O)O,00000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000010000000110001001100000100000111101010000100,119228.0
cpd:C21994,1-Dephospho-KDO2-lipid A,C128H237N2O36P,384585055,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCCCCCC)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)NC(=O)C[C@@H](CCCCCCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCCCC)O)O)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,138404139.0
cpd:C22068,H. pylori KDO2-lipid IVA,C96H178N2O37P2,384585128,CCCCCCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,138404152.0
cpd:C21461,Kdo2-lipid A 1-(2-aminoethyl diphosphate),C112H208N3O42P3,329728084,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)OP(=O)(O)OCCN)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,00000000000000000000000000000100000000000001000010000110010000000000010010000000001010000111100101101010101011111011111010011011111111001111111101111111111111111101110,124201692.0
cpd:C06026,KDO2-lipid A,C110H202N2O39P2,8298,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,11355423.0
cpd:C19878,D-glycero-alpha-D-manno-Heptose 7-phosphate,C7H15O10P,135626344,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111000000100010101001001000000000011011001110000101100100101010110101010001110,449154.0
cpd:C19880,D-glycero-alpha-D-manno-Heptose 1-phosphate,C7H15O10P,135626346,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000101000000100010101001001000000000011011001110000101100100101010110101010001110,23724507.0
cpd:C06251,Lauroyl-KDO2-lipid IV(A),C96H176N2O38P2,8490,CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@]3(C[C@H]([C@H]([C@H](O3)[C@@H](CO)O)O)O[C@@]4(C[C@H]([C@H]([C@H](O4)[C@@H](CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000111100101100010101011111011111010011011111111001111111101111111111111111101110,25201427.0
cpd:C07838,D-glycero-beta-D-manno-Heptose 1-phosphate,C7H15O10P,10040,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OP(=O)(O)O)O)O)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001000000101000000100010101001001000000000011011001110000101100100101010110101010001110,40473184.0
cpd:C07836,D-glycero-beta-D-manno-Heptose 7-phosphate,C7H15O10P,10038,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111000000100010101001001000000000011011001110000101100100101010110101010001110,46906049.0
